datesk;Item Name;Date;price
20120803;Chillies Bajji;08/03/2012;30
20120803;Chillies Green;08/03/2012;23
20120804;Chillies small (C.B.P);08/04/2012;38
20120804;Chillies Bajji yagani;08/04/2012;0
20120804;Chillies Green;08/04/2012;24
20120804;Chillies Bajji;08/04/2012;29
20120804;Chillies Cleaned;08/04/2012;27
20120805;Chillies small (C.B.P);08/05/2012;NULL
20120805;Chillies Bajji yagani;08/05/2012;NULL
20120805;Chillies Cleaned;08/05/2012;NULL
20120805;Chillies Bajji;08/05/2012;NULL
20120805;Chillies Green;08/05/2012;NULL
20120806;Chillies small (C.B.P);08/06/2012;43
20120806;Chillies Bajji yagani;08/06/2012;0
20120806;Chillies Green;08/06/2012;23
20120806;Chillies Bajji;08/06/2012;29
20120806;Chillies Cleaned;08/06/2012;26
20120807;Chillies small (C.B.P);08/07/2012;43
20120807;Chillies Bajji yagani;08/07/2012;0
20120807;Chillies Cleaned;08/07/2012;25
20120807;Chillies Bajji;08/07/2012;35
20120807;Chillies Green;08/07/2012;22
20120808;Chillies small (C.B.P);08/08/2012;34
20120808;Chillies Bajji yagani;08/08/2012;0
20120808;Chillies Green;08/08/2012;22
20120808;Chillies Bajji;08/08/2012;30
20120808;Chillies Cleaned;08/08/2012;25
20120809;Chillies small (C.B.P);08/09/2012;34
20120809;Chillies Bajji yagani;08/09/2012;0
20120809;Chillies Cleaned;08/09/2012;25
20120809;Chillies Bajji;08/09/2012;30
20120809;Chillies Green;08/09/2012;22
20120810;Chillies small (C.B.P);08/10/2012;34
20120810;Chillies Bajji yagani;08/10/2012;0
20120810;Chillies Green;08/10/2012;22
20120810;Chillies Bajji;08/10/2012;30
20120810;Chillies Cleaned;08/10/2012;25
20120811;Chillies small (C.B.P);08/11/2012;34
20120811;Chillies Bajji yagani;08/11/2012;0
20120811;Chillies Cleaned;08/11/2012;25
20120811;Chillies Bajji;08/11/2012;30
20120811;Chillies Green;08/11/2012;22
20120812;Chillies small (C.B.P);08/12/2012;NULL
20120812;Chillies Bajji yagani;08/12/2012;NULL
20120812;Chillies Green;08/12/2012;NULL
20120812;Chillies Bajji;08/12/2012;NULL
20120812;Chillies Cleaned;08/12/2012;NULL
20120813;Chillies small (C.B.P);13-08-2012;34
20120813;Chillies Bajji yagani;13-08-2012;0
20120813;Chillies Cleaned;13-08-2012;26
20120813;Chillies Bajji;13-08-2012;30
20120813;Chillies Green;13-08-2012;23
20120814;Chillies small (C.B.P);14-08-2012;41
20120814;Chillies Bajji yagani;14-08-2012;0
20120814;Chillies Green;14-08-2012;23
20120814;Chillies Bajji;14-08-2012;30
20120814;Chillies Cleaned;14-08-2012;26
20120815;Chillies small (C.B.P);15-08-2012;39
20120815;Chillies Bajji yagani;15-08-2012;0
20120815;Chillies Cleaned;15-08-2012;26
20120815;Chillies Bajji;15-08-2012;28
20120815;Chillies Green;15-08-2012;21
20120816;Chillies small (C.B.P);16-08-2012;40
20120816;Chillies Bajji yagani;16-08-2012;0
20120816;Chillies Green;16-08-2012;20
20120816;Chillies Bajji;16-08-2012;25
20120816;Chillies Cleaned;16-08-2012;23
20120817;Chillies small (C.B.P);17-08-2012;38
20120817;Chillies Bajji yagani;17-08-2012;0
20120817;Chillies Cleaned;17-08-2012;24
20120817;Chillies Bajji;17-08-2012;23
20120817;Chillies Green;17-08-2012;21
20120818;Chillies small (C.B.P);18-08-2012;37
20120818;Chillies Bajji yagani;18-08-2012;0
20120818;Chillies Green;18-08-2012;19
20120818;Chillies Bajji;18-08-2012;23
20120818;Chillies Cleaned;18-08-2012;22
20120819;Chillies small (C.B.P);19-08-2012;NULL
20120819;Chillies Bajji yagani;19-08-2012;NULL
20120819;Chillies Cleaned;19-08-2012;NULL
20120819;Chillies Bajji;19-08-2012;NULL
20120819;Chillies Green;19-08-2012;NULL
20120820;Chillies Green;20-08-2012;19
20120820;Chillies Bajji;20-08-2012;20
20120820;Chillies Cleaned;20-08-2012;22
20120820;Chillies small (C.B.P);20-08-2012;37
20120820;Chillies Bajji yagani;20-08-2012;0
20120821;Chillies Bajji yagani;21-08-2012;0
20120821;Chillies Cleaned;21-08-2012;25
20120821;Chillies Bajji;21-08-2012;20
20120821;Chillies Green;21-08-2012;22
20120821;Chillies small (C.B.P);21-08-2012;37
20120822;Chillies small (C.B.P);22-08-2012;37
20120822;Chillies Bajji yagani;22-08-2012;0
20120822;Chillies Green;22-08-2012;21
20120822;Chillies Bajji;22-08-2012;18
20120822;Chillies Cleaned;22-08-2012;24
20120823;Chillies small (C.B.P);23-08-2012;37
20120823;Chillies Bajji yagani;23-08-2012;0
20120823;Chillies Cleaned;23-08-2012;23
20120823;Chillies Bajji;23-08-2012;16
20120823;Chillies Green;23-08-2012;20
20120824;Chillies small (C.B.P);24-08-2012;36
20120824;Chillies Bajji yagani;24-08-2012;0
20120824;Chillies Green;24-08-2012;20
20120824;Chillies Bajji;24-08-2012;17
20120824;Chillies Cleaned;24-08-2012;23
20120825;Chillies Bajji yagani;25-08-2012;0
20120825;Chillies Cleaned;25-08-2012;23
20120825;Chillies Bajji;25-08-2012;17
20120825;Chillies Green;25-08-2012;20
20120825;Chillies small (C.B.P);25-08-2012;36
20120826;Chillies small (C.B.P);26-08-2012;NULL
20120826;Chillies Bajji yagani;26-08-2012;NULL
20120826;Chillies Green;26-08-2012;NULL
20120826;Chillies Bajji;26-08-2012;NULL
20120826;Chillies Cleaned;26-08-2012;NULL
20120827;Chillies small (C.B.P);27-08-2012;36
20120827;Chillies Bajji yagani;27-08-2012;0
20120827;Chillies Cleaned;27-08-2012;23
20120827;Chillies Bajji;27-08-2012;15
20120827;Chillies Green;27-08-2012;20
20120828;Chillies Bajji yagani;28-08-2012;0
20120828;Chillies Green;28-08-2012;20
20120828;Chillies Bajji;28-08-2012;15
20120828;Chillies Cleaned;28-08-2012;23
20120828;Chillies small (C.B.P);28-08-2012;36
20120829;Chillies small (C.B.P);29-08-2012;34
20120829;Chillies Bajji yagani;29-08-2012;0
20120829;Chillies Cleaned;29-08-2012;22
20120829;Chillies Bajji;29-08-2012;12
20120829;Chillies Green;29-08-2012;19
20120830;Chillies small (C.B.P);30-08-2012;34
20120830;Chillies Bajji yagani;30-08-2012;0
20120830;Chillies Green;30-08-2012;19
20120830;Chillies Bajji;30-08-2012;12
20120830;Chillies Cleaned;30-08-2012;22
20120831;Chillies small (C.B.P);31-08-2012;34
20120831;Chillies Bajji yagani;31-08-2012;0
20120831;Chillies Cleaned;31-08-2012;25
20120831;Chillies Bajji;31-08-2012;12
20120831;Chillies Green;31-08-2012;22
20120901;Chillies small (C.B.P);09/01/2012;34
20120901;Chillies Bajji yagani;09/01/2012;0
20120901;Chillies Green;09/01/2012;22
20120901;Chillies Bajji;09/01/2012;12
20120901;Chillies Cleaned;09/01/2012;25
20120902;Chillies small (C.B.P);09/02/2012;NULL
20120902;Chillies Bajji yagani;09/02/2012;NULL
20120902;Chillies Cleaned;09/02/2012;NULL
20120902;Chillies Bajji;09/02/2012;NULL
20120902;Chillies Green;09/02/2012;NULL
20120903;Chillies small (C.B.P);09/03/2012;34
20120903;Chillies Bajji yagani;09/03/2012;0
20120903;Chillies Green;09/03/2012;20
20120903;Chillies Bajji;09/03/2012;12
20120903;Chillies Cleaned;09/03/2012;23
20120904;Chillies small (C.B.P);09/04/2012;34
20120904;Chillies Bajji yagani;09/04/2012;0
20120904;Chillies Cleaned;09/04/2012;23
20120904;Chillies Bajji;09/04/2012;12
20120904;Chillies Green;09/04/2012;20
20120905;Chillies small (C.B.P);09/05/2012;34
20120905;Chillies Bajji yagani;09/05/2012;0
20120905;Chillies Green;09/05/2012;20
20120905;Chillies Bajji;09/05/2012;12
20120905;Chillies Cleaned;09/05/2012;23
20120906;Chillies small (C.B.P);09/06/2012;34
20120906;Chillies Bajji yagani;09/06/2012;0
20120906;Chillies Cleaned;09/06/2012;23
20120906;Chillies Bajji;09/06/2012;10
20120906;Chillies Green;09/06/2012;20
20120907;Chillies small (C.B.P);09/07/2012;35
20120907;Chillies Bajji yagani;09/07/2012;0
20120907;Chillies Green;09/07/2012;23
20120907;Chillies Bajji;09/07/2012;10
20120907;Chillies Cleaned;09/07/2012;26
20120908;Chillies small (C.B.P);09/08/2012;35
20120908;Chillies Bajji yagani;09/08/2012;0
20120908;Chillies Cleaned;09/08/2012;26
20120908;Chillies Bajji;09/08/2012;13
20120908;Chillies Green;09/08/2012;23
20120909;Chillies small (C.B.P);09/09/2012;NULL
20120909;Chillies Bajji yagani;09/09/2012;NULL
20120909;Chillies Green;09/09/2012;NULL
20120909;Chillies Bajji;09/09/2012;NULL
20120909;Chillies Cleaned;09/09/2012;NULL
20120910;Chillies small (C.B.P);09/10/2012;35
20120910;Chillies Bajji yagani;09/10/2012;0
20120910;Chillies Cleaned;09/10/2012;25
20120910;Chillies Bajji;09/10/2012;14
20120910;Chillies Green;09/10/2012;22
20120911;Chillies small (C.B.P);09/11/2012;35
20120911;Chillies Green;09/11/2012;22
20120911;Chillies Bajji;09/11/2012;14
20120911;Chillies Cleaned;09/11/2012;25
20120911;Chillies Bajji yagani;09/11/2012;0
20120912;Chillies small (C.B.P);09/12/2012;35
20120912;Chillies Bajji yagani;09/12/2012;0
20120912;Chillies Cleaned;09/12/2012;21
20120912;Chillies Bajji;09/12/2012;14
20120912;Chillies Green;09/12/2012;18
20120913;Chillies small (C.B.P);13-09-2012;34
20120913;Chillies Bajji yagani;13-09-2012;0
20120913;Chillies Green;13-09-2012;18
20120913;Chillies Bajji;13-09-2012;14
20120913;Chillies Cleaned;13-09-2012;21
20120914;Chillies small (C.B.P);14-09-2012;34
20120914;Chillies Bajji yagani;14-09-2012;0
20120914;Chillies Cleaned;14-09-2012;21
20120914;Chillies Bajji;14-09-2012;15
20120914;Chillies Green;14-09-2012;18
20120915;Chillies small (C.B.P);15-09-2012;34
20120915;Chillies Bajji yagani;15-09-2012;0
20120915;Chillies Green;15-09-2012;18
20120915;Chillies Bajji;15-09-2012;15
20120915;Chillies Cleaned;15-09-2012;21
20120916;Chillies small (C.B.P);16-09-2012;NULL
20120916;Chillies Bajji yagani;16-09-2012;NULL
20120916;Chillies Cleaned;16-09-2012;NULL
20120916;Chillies Bajji;16-09-2012;NULL
20120916;Chillies Green;16-09-2012;NULL
20120917;Chillies small (C.B.P);17-09-2012;34
20120917;Chillies Bajji yagani;17-09-2012;0
20120917;Chillies Green;17-09-2012;18
20120917;Chillies Bajji;17-09-2012;15
20120917;Chillies Cleaned;17-09-2012;21
20120918;Chillies small (C.B.P);18-09-2012;34
20120918;Chillies Bajji yagani;18-09-2012;0
20120918;Chillies Cleaned;18-09-2012;22
20120918;Chillies Bajji;18-09-2012;15
20120918;Chillies Green;18-09-2012;19
20120919;Chillies small (C.B.P);19-09-2012;34
20120919;Chillies Bajji yagani;19-09-2012;0
20120919;Chillies Green;19-09-2012;20
20120919;Chillies Bajji;19-09-2012;15
20120919;Chillies Cleaned;19-09-2012;22
20120920;Chillies small (C.B.P);20-09-2012;NULL
20120920;Chillies Bajji yagani;20-09-2012;NULL
20120920;Chillies Cleaned;20-09-2012;NULL
20120920;Chillies Bajji;20-09-2012;NULL
20120920;Chillies Green;20-09-2012;NULL
20120921;Chillies Green;21-09-2012;NULL
20120921;Chillies Bajji;21-09-2012;NULL
20120921;Chillies Cleaned;21-09-2012;NULL
20120921;Chillies small (C.B.P);21-09-2012;NULL
20120921;Chillies Bajji yagani;21-09-2012;NULL
20120922;Chillies small (C.B.P);22-09-2012;67
20120922;Chillies Bajji yagani;22-09-2012;0
20120922;Chillies Cleaned;22-09-2012;31
20120922;Chillies Bajji;22-09-2012;15
20120922;Chillies Green;22-09-2012;28
20120923;Chillies Green;23-09-2012;NULL
20120923;Chillies Bajji;23-09-2012;NULL
20120923;Chillies Cleaned;23-09-2012;NULL
20120923;Chillies small (C.B.P);23-09-2012;NULL
20120923;Chillies Bajji yagani;23-09-2012;NULL
20120924;Chillies small (C.B.P);24-09-2012;50
20120924;Chillies Bajji yagani;24-09-2012;0
20120924;Chillies Cleaned;24-09-2012;23
20120924;Chillies Bajji;24-09-2012;15
20120924;Chillies Green;24-09-2012;20
20120925;Chillies small (C.B.P);25-09-2012;40
20120925;Chillies Bajji yagani;25-09-2012;0
20120925;Chillies Green;25-09-2012;18
20120925;Chillies Bajji;25-09-2012;15
20120925;Chillies Cleaned;25-09-2012;21
20120926;Chillies small (C.B.P);26-09-2012;40
20120926;Chillies Bajji yagani;26-09-2012;0
20120926;Chillies Cleaned;26-09-2012;21
20120926;Chillies Bajji;26-09-2012;15
20120926;Chillies Green;26-09-2012;18
20120927;Chillies small (C.B.P);27-09-2012;40
20120927;Chillies Bajji yagani;27-09-2012;0
20120927;Chillies Green;27-09-2012;20
20120927;Chillies Bajji;27-09-2012;16
20120927;Chillies Cleaned;27-09-2012;23
20120928;Chillies small (C.B.P);28-09-2012;43
20120928;Chillies Bajji yagani;28-09-2012;0
20120928;Chillies Cleaned;28-09-2012;27
20120928;Chillies Bajji;28-09-2012;16
20120928;Chillies Green;28-09-2012;24
20120929;Chillies small (C.B.P);29-09-2012;43
20120929;Chillies Bajji yagani;29-09-2012;0
20120929;Chillies Green;29-09-2012;24
20120929;Chillies Bajji;29-09-2012;16
20120929;Chillies Cleaned;29-09-2012;27
20120930;Chillies small (C.B.P);30-09-2012;NULL
20120930;Chillies Bajji yagani;30-09-2012;NULL
20120930;Chillies Cleaned;30-09-2012;NULL
20120930;Chillies Bajji;30-09-2012;NULL
20120930;Chillies Green;30-09-2012;NULL
20121001;Chillies small (C.B.P);10/01/2012;43
20121001;Chillies Bajji yagani;10/01/2012;0
20121001;Chillies Green;10/01/2012;22
20121001;Chillies Bajji;10/01/2012;18
20121001;Chillies Cleaned;10/01/2012;25
20121002;Chillies small (C.B.P);10/02/2012;43
20121002;Chillies Bajji yagani;10/02/2012;0
20121002;Chillies Cleaned;10/02/2012;25
20121002;Chillies Bajji;10/02/2012;17
20121002;Chillies Green;10/02/2012;22
20121003;Chillies Bajji yagani;10/03/2012;0
20121003;Chillies Green;10/03/2012;21
20121003;Chillies Bajji;10/03/2012;17
20121003;Chillies Cleaned;10/03/2012;24
20121003;Chillies small (C.B.P);10/03/2012;36
20121004;Chillies small (C.B.P);10/04/2012;36
20121004;Chillies Bajji yagani;10/04/2012;0
20121004;Chillies Cleaned;10/04/2012;24
20121004;Chillies Bajji;10/04/2012;17
20121004;Chillies Green;10/04/2012;21
20121005;Chillies small (C.B.P);10/05/2012;36
20121005;Chillies Bajji yagani;10/05/2012;0
20121005;Chillies Green;10/05/2012;21
20121005;Chillies Bajji;10/05/2012;17
20121005;Chillies Cleaned;10/05/2012;24
20121006;Chillies small (C.B.P);10/06/2012;NULL
20121006;Chillies Bajji yagani;10/06/2012;NULL
20121006;Chillies Cleaned;10/06/2012;NULL
20121006;Chillies Bajji;10/06/2012;NULL
20121006;Chillies Green;10/06/2012;NULL
20121007;Chillies small (C.B.P);10/07/2012;NULL
20121007;Chillies Bajji yagani;10/07/2012;NULL
20121007;Chillies Green;10/07/2012;NULL
20121007;Chillies Bajji;10/07/2012;NULL
20121007;Chillies Cleaned;10/07/2012;NULL
20121008;Chillies small (C.B.P);10/08/2012;36
20121008;Chillies Bajji yagani;10/08/2012;0
20121008;Chillies Cleaned;10/08/2012;24
20121008;Chillies Bajji;10/08/2012;20
20121008;Chillies Green;10/08/2012;21
20121009;Chillies small (C.B.P);10/09/2012;36
20121009;Chillies Bajji yagani;10/09/2012;0
20121009;Chillies Green;10/09/2012;21
20121009;Chillies Bajji;10/09/2012;21
20121009;Chillies Cleaned;10/09/2012;24
20121010;Chillies Cleaned;10/10/2012;23
20121010;Chillies Bajji;10/10/2012;21
20121010;Chillies Green;10/10/2012;20
20121010;Chillies small (C.B.P);10/10/2012;33
20121010;Chillies Bajji yagani;10/10/2012;0
20121011;Chillies small (C.B.P);10/11/2012;33
20121011;Chillies Bajji yagani;10/11/2012;0
20121011;Chillies Green;10/11/2012;19
20121011;Chillies Bajji;10/11/2012;19
20121011;Chillies Cleaned;10/11/2012;22
20121012;Chillies small (C.B.P);10/12/2012;33
20121012;Chillies Bajji yagani;10/12/2012;0
20121012;Chillies Cleaned;10/12/2012;21
20121012;Chillies Bajji;10/12/2012;19
20121012;Chillies Green;10/12/2012;18
20121013;Chillies small (C.B.P);13-10-2012;33
20121013;Chillies Bajji yagani;13-10-2012;0
20121013;Chillies Green;13-10-2012;19
20121013;Chillies Bajji;13-10-2012;18
20121013;Chillies Cleaned;13-10-2012;22
20121014;Chillies small (C.B.P);14-10-2012;NULL
20121014;Chillies Bajji yagani;14-10-2012;NULL
20121014;Chillies Cleaned;14-10-2012;NULL
20121014;Chillies Bajji;14-10-2012;NULL
20121014;Chillies Green;14-10-2012;NULL
20121015;Chillies small (C.B.P);15-10-2012;33
20121015;Chillies Bajji yagani;15-10-2012;0
20121015;Chillies Green;15-10-2012;21
20121015;Chillies Bajji;15-10-2012;23
20121015;Chillies Cleaned;15-10-2012;24
20121016;Chillies small (C.B.P);16-10-2012;33
20121016;Chillies Bajji yagani;16-10-2012;0
20121016;Chillies Cleaned;16-10-2012;24
20121016;Chillies Bajji;16-10-2012;23
20121016;Chillies Green;16-10-2012;21
20121017;Chillies Green;17-10-2012;21
20121017;Chillies Bajji;17-10-2012;23
20121017;Chillies Cleaned;17-10-2012;24
20121017;Chillies small (C.B.P);17-10-2012;33
20121017;Chillies Bajji yagani;17-10-2012;0
20121018;Chillies small (C.B.P);18-10-2012;33
20121018;Chillies Bajji yagani;18-10-2012;0
20121018;Chillies Cleaned;18-10-2012;23
20121018;Chillies Bajji;18-10-2012;22
20121018;Chillies Green;18-10-2012;20
20121019;Chillies Bajji yagani;19-10-2012;0
20121019;Chillies Green;19-10-2012;20
20121019;Chillies Bajji;19-10-2012;23
20121019;Chillies Cleaned;19-10-2012;23
20121019;Chillies small (C.B.P);19-10-2012;33
20121020;Chillies small (C.B.P);20-10-2012;33
20121020;Chillies Bajji yagani;20-10-2012;0
20121020;Chillies Cleaned;20-10-2012;23
20121020;Chillies Bajji;20-10-2012;24
20121020;Chillies Green;20-10-2012;20
20121021;Chillies small (C.B.P);21-10-2012;NULL
20121021;Chillies Bajji yagani;21-10-2012;NULL
20121021;Chillies Green;21-10-2012;NULL
20121021;Chillies Bajji;21-10-2012;NULL
20121021;Chillies Cleaned;21-10-2012;NULL
20121022;Chillies small (C.B.P);22-10-2012;35
20121022;Chillies Bajji yagani;22-10-2012;0
20121022;Chillies Cleaned;22-10-2012;24
20121022;Chillies Bajji;22-10-2012;26
20121022;Chillies Green;22-10-2012;21
20121023;Chillies small (C.B.P);23-10-2012;35
20121023;Chillies Bajji yagani;23-10-2012;0
20121023;Chillies Green;23-10-2012;21
20121023;Chillies Bajji;23-10-2012;27
20121023;Chillies Cleaned;23-10-2012;24
20121024;Chillies small (C.B.P);24-10-2012;NULL
20121024;Chillies Bajji yagani;24-10-2012;NULL
20121024;Chillies Cleaned;24-10-2012;NULL
20121024;Chillies Bajji;24-10-2012;NULL
20121024;Chillies Green;24-10-2012;NULL
20121025;Chillies small (C.B.P);25-10-2012;35
20121025;Chillies Bajji yagani;25-10-2012;0
20121025;Chillies Green;25-10-2012;21
20121025;Chillies Bajji;25-10-2012;31
20121025;Chillies Cleaned;25-10-2012;24
20121026;Chillies small (C.B.P);26-10-2012;32
20121026;Chillies Bajji yagani;26-10-2012;0
20121026;Chillies Cleaned;26-10-2012;23
20121026;Chillies Bajji;26-10-2012;31
20121026;Chillies Green;26-10-2012;20
20121027;Chillies small (C.B.P);27-10-2012;35
20121027;Chillies Bajji yagani;27-10-2012;0
20121027;Chillies Green;27-10-2012;20
20121027;Chillies Bajji;27-10-2012;31
20121027;Chillies Cleaned;27-10-2012;23
20121028;Chillies small (C.B.P);28-10-2012;NULL
20121028;Chillies Bajji yagani;28-10-2012;NULL
20121028;Chillies Cleaned;28-10-2012;NULL
20121028;Chillies Bajji;28-10-2012;NULL
20121028;Chillies Green;28-10-2012;NULL
20121029;Chillies small (C.B.P);29-10-2012;35
20121029;Chillies Bajji yagani;29-10-2012;0
20121029;Chillies Green;29-10-2012;20
20121029;Chillies Bajji;29-10-2012;30
20121029;Chillies Cleaned;29-10-2012;23
20121030;Chillies small (C.B.P);30-10-2012;35
20121030;Chillies Bajji yagani;30-10-2012;0
20121030;Chillies Cleaned;30-10-2012;23
20121030;Chillies Bajji;30-10-2012;27
20121030;Chillies Green;30-10-2012;20
20121031;Chillies small (C.B.P);31-10-2012;35
20121031;Chillies Bajji yagani;31-10-2012;0
20121031;Chillies Green;31-10-2012;19
20121031;Chillies Bajji;31-10-2012;25
20121031;Chillies Cleaned;31-10-2012;22
20121101;Chillies small (C.B.P);11/01/2012;35
20121101;Chillies Bajji yagani;11/01/2012;0
20121101;Chillies Cleaned;11/01/2012;22
20121101;Chillies Bajji;11/01/2012;31
20121101;Chillies Green;11/01/2012;19
20121102;Chillies small (C.B.P);11/02/2012;NULL
20121102;Chillies Bajji yagani;11/02/2012;NULL
20121102;Chillies Green;11/02/2012;NULL
20121102;Chillies Bajji;11/02/2012;NULL
20121102;Chillies Cleaned;11/02/2012;NULL
20121103;Chillies Cleaned;11/03/2012;46
20121103;Chillies Bajji;11/03/2012;32
20121103;Chillies Green;11/03/2012;43
20121103;Chillies small (C.B.P);11/03/2012;55
20121103;Chillies Bajji yagani;11/03/2012;0
20121104;Chillies small (C.B.P);11/04/2012;NULL
20121104;Chillies Bajji yagani;11/04/2012;NULL
20121104;Chillies Green;11/04/2012;NULL
20121104;Chillies Bajji;11/04/2012;NULL
20121104;Chillies Cleaned;11/04/2012;NULL
20121105;Chillies small (C.B.P);11/05/2012;40
20121105;Chillies Bajji yagani;11/05/2012;0
20121105;Chillies Cleaned;11/05/2012;26
20121105;Chillies Bajji;11/05/2012;32
20121105;Chillies Green;11/05/2012;23
20121106;Chillies small (C.B.P);11/06/2012;43
20121106;Chillies Bajji yagani;11/06/2012;0
20121106;Chillies Green;11/06/2012;22
20121106;Chillies Bajji;11/06/2012;24
20121106;Chillies Cleaned;11/06/2012;25
20121107;Chillies small (C.B.P);11/07/2012;40
20121107;Chillies Bajji yagani;11/07/2012;0
20121107;Chillies Cleaned;11/07/2012;23
20121107;Chillies Bajji;11/07/2012;27
20121107;Chillies Green;11/07/2012;20
20121108;Chillies small (C.B.P);11/08/2012;40
20121108;Chillies Bajji yagani;11/08/2012;0
20121108;Chillies Green;11/08/2012;21
20121108;Chillies Bajji;11/08/2012;30
20121108;Chillies Cleaned;11/08/2012;24
20121109;Chillies small (C.B.P);11/09/2012;40
20121109;Chillies Bajji yagani;11/09/2012;0
20121109;Chillies Cleaned;11/09/2012;24
20121109;Chillies Bajji;11/09/2012;30
20121109;Chillies Green;11/09/2012;21
20121110;Chillies small (C.B.P);11/10/2012;40
20121110;Chillies Bajji yagani;11/10/2012;0
20121110;Chillies Green;11/10/2012;21
20121110;Chillies Bajji;11/10/2012;35
20121110;Chillies Cleaned;11/10/2012;24
20121111;Chillies small (C.B.P);11/11/2012;NULL
20121111;Chillies Bajji yagani;11/11/2012;NULL
20121111;Chillies Cleaned;11/11/2012;NULL
20121111;Chillies Bajji;11/11/2012;NULL
20121111;Chillies Green;11/11/2012;NULL
20121112;Chillies small (C.B.P);11/12/2012;35
20121112;Chillies Bajji yagani;11/12/2012;0
20121112;Chillies Green;11/12/2012;17
20121112;Chillies Bajji;11/12/2012;23
20121112;Chillies Cleaned;11/12/2012;20
20121113;Chillies Bajji yagani;13-11-2012;0
20121113;Chillies Cleaned;13-11-2012;22
20121113;Chillies Bajji;13-11-2012;23
20121113;Chillies Green;13-11-2012;19
20121113;Chillies small (C.B.P);13-11-2012;35
20121114;Chillies small (C.B.P);14-11-2012;34
20121114;Chillies Bajji yagani;14-11-2012;0
20121114;Chillies Green;14-11-2012;16
20121114;Chillies Bajji;14-11-2012;21
20121114;Chillies Cleaned;14-11-2012;21
20121115;Chillies small (C.B.P);15-11-2012;35
20121115;Chillies Bajji yagani;15-11-2012;0
20121115;Chillies Cleaned;15-11-2012;23
20121115;Chillies Bajji;15-11-2012;21
20121115;Chillies Green;15-11-2012;20
20121116;Chillies small (C.B.P);16-11-2012;35
20121116;Chillies Bajji yagani;16-11-2012;0
20121116;Chillies Green;16-11-2012;23
20121116;Chillies Bajji;16-11-2012;32
20121116;Chillies Cleaned;16-11-2012;26
20121117;Chillies small (C.B.P);17-11-2012;35
20121117;Chillies Green;17-11-2012;23
20121117;Chillies Bajji;17-11-2012;36
20121117;Chillies Cleaned;17-11-2012;26
20121117;Chillies Bajji yagani;17-11-2012;0
20121118;Chillies Bajji yagani;18-11-2012;NULL
20121118;Chillies small (C.B.P);18-11-2012;NULL
20121118;Chillies Cleaned;18-11-2012;NULL
20121118;Chillies Bajji;18-11-2012;NULL
20121118;Chillies Green;18-11-2012;NULL
20121119;Chillies Bajji yagani;19-11-2012;0
20121119;Chillies small (C.B.P);19-11-2012;35
20121119;Chillies Green;19-11-2012;23
20121119;Chillies Bajji;19-11-2012;35
20121119;Chillies Cleaned;19-11-2012;26
20121120;Chillies Bajji yagani;20-11-2012;0
20121120;Chillies small (C.B.P);20-11-2012;35
20121120;Chillies Cleaned;20-11-2012;26
20121120;Chillies Bajji;20-11-2012;35
20121120;Chillies Green;20-11-2012;23
20121121;Chillies Bajji yagani;21-11-2012;0
20121121;Chillies small (C.B.P);21-11-2012;36
20121121;Chillies Green;21-11-2012;21
20121121;Chillies Bajji;21-11-2012;30
20121121;Chillies Cleaned;21-11-2012;24
20121122;Chillies Bajji yagani;22-11-2012;0
20121122;Chillies small (C.B.P);22-11-2012;36
20121122;Chillies Cleaned;22-11-2012;24
20121122;Chillies Bajji;22-11-2012;27
20121122;Chillies Green;22-11-2012;21
20121123;Chillies Bajji yagani;23-11-2012;0
20121123;Chillies small (C.B.P);23-11-2012;36
20121123;Chillies Green;23-11-2012;21
20121123;Chillies Bajji;23-11-2012;27
20121123;Chillies Cleaned;23-11-2012;24
20121124;Chillies small (C.B.P);24-11-2012;35
20121124;Chillies Cleaned;24-11-2012;23
20121124;Chillies Bajji;24-11-2012;25
20121124;Chillies Green;24-11-2012;20
20121124;Chillies Bajji yagani;24-11-2012;0
20121125;Chillies Green;25-11-2012;NULL
20121125;Chillies Bajji;25-11-2012;NULL
20121125;Chillies Cleaned;25-11-2012;NULL
20121125;Chillies Bajji yagani;25-11-2012;NULL
20121125;Chillies small (C.B.P);25-11-2012;NULL
20121126;Chillies Bajji yagani;26-11-2012;0
20121126;Chillies small (C.B.P);26-11-2012;35
20121126;Chillies Cleaned;26-11-2012;23
20121126;Chillies Bajji;26-11-2012;25
20121126;Chillies Green;26-11-2012;20
20121127;Chillies Bajji yagani;27-11-2012;0
20121127;Chillies small (C.B.P);27-11-2012;35
20121127;Chillies Green;27-11-2012;20
20121127;Chillies Bajji;27-11-2012;25
20121127;Chillies Cleaned;27-11-2012;23
20121128;Chillies Bajji yagani;28-11-2012;0
20121128;Chillies small (C.B.P);28-11-2012;35
20121128;Chillies Cleaned;28-11-2012;23
20121128;Chillies Bajji;28-11-2012;26
20121128;Chillies Green;28-11-2012;20
20121129;Chillies Bajji yagani;29-11-2012;0
20121129;Chillies small (C.B.P);29-11-2012;35
20121129;Chillies Green;29-11-2012;20
20121129;Chillies Bajji;29-11-2012;26
20121129;Chillies Cleaned;29-11-2012;23
20121130;Chillies Bajji yagani;30-11-2012;0
20121130;Chillies small (C.B.P);30-11-2012;35
20121130;Chillies Cleaned;30-11-2012;23
20121130;Chillies Bajji;30-11-2012;26
20121130;Chillies Green;30-11-2012;20
20121201;Chillies Bajji yagani;12/01/2012;0
