datesk;Item Name;Date;price
20131123;Chillies Cleaned;23/11/2013;35
20131123;Chillies small (C.B.P);23/11/2013;42
20131123;Chillies Green;23/11/2013;32
20131124;Chillies Bajji yagani;24/11/2013;NULL
20131124;Chillies Green;24/11/2013;NULL
20131124;Chillies small (C.B.P);24/11/2013;NULL
20131124;Chillies Cleaned;24/11/2013;NULL
20131124;Chillies Bajji;24/11/2013;NULL
20131125;Chillies Bajji yagani;25/11/2013;0
20131125;Chillies Bajji;25/11/2013;40
20131125;Chillies Cleaned;25/11/2013;35
20131125;Chillies small (C.B.P);25/11/2013;42
20131125;Chillies Green;25/11/2013;32
20131126;Chillies Bajji yagani;26/11/2013;0
20131126;Chillies Green;26/11/2013;31
20131126;Chillies small (C.B.P);26/11/2013;42
20131126;Chillies Cleaned;26/11/2013;33
20131126;Chillies Bajji;26/11/2013;40
20131127;Chillies Bajji;27/11/2013;40
20131127;Chillies Cleaned;27/11/2013;33
20131127;Chillies small (C.B.P);27/11/2013;42
20131127;Chillies Green;27/11/2013;30
20131127;Chillies Bajji yagani;27/11/2013;0
20131128;Chillies Bajji yagani;28/11/2013;0
20131128;Chillies Green;28/11/2013;30
20131128;Chillies small (C.B.P);28/11/2013;42
20131128;Chillies Cleaned;28/11/2013;33
20131128;Chillies Bajji;28/11/2013;39
20131129;Chillies Bajji yagani;29/11/2013;0
20131129;Chillies Bajji;29/11/2013;39
20131129;Chillies Cleaned;29/11/2013;33
20131129;Chillies small (C.B.P);29/11/2013;42
20131129;Chillies Green;29/11/2013;30
20131130;Chillies Bajji yagani;30/11/2013;0
20131130;Chillies Green;30/11/2013;30
20131130;Chillies small (C.B.P);30/11/2013;42
20131130;Chillies Cleaned;30/11/2013;33
20131130;Chillies Bajji;30/11/2013;39
20131201;Chillies Bajji yagani;12/01/2013;NULL
20131201;Chillies Bajji;12/01/2013;NULL
20131201;Chillies Cleaned;12/01/2013;NULL
20131201;Chillies small (C.B.P);12/01/2013;NULL
20131201;Chillies Green;12/01/2013;NULL
20131202;Chillies Bajji yagani;12/02/2013;0
20131202;Chillies Green;12/02/2013;30
20131202;Chillies small (C.B.P);12/02/2013;42
20131202;Chillies Cleaned;12/02/2013;33
20131202;Chillies Bajji;12/02/2013;35
20131203;Chillies Bajji yagani;12/03/2013;0
20131203;Chillies Bajji;12/03/2013;35
20131203;Chillies Cleaned;12/03/2013;33
20131203;Chillies small (C.B.P);12/03/2013;40
20131203;Chillies Green;12/03/2013;30
20131204;Chillies Bajji yagani;12/04/2013;0
20131204;Chillies Green;12/04/2013;30
20131204;Chillies small (C.B.P);12/04/2013;40
20131204;Chillies Cleaned;12/04/2013;33
20131204;Chillies Bajji;12/04/2013;33
20131205;Chillies Bajji yagani;12/05/2013;0
20131205;Chillies Bajji;12/05/2013;29
20131205;Chillies Cleaned;12/05/2013;29
20131205;Chillies small (C.B.P);12/05/2013;40
20131205;Chillies Green;12/05/2013;26
20131206;Chillies Green;12/06/2013;20
20131206;Chillies small (C.B.P);12/06/2013;40
20131206;Chillies Cleaned;12/06/2013;23
20131206;Chillies Bajji;12/06/2013;24
20131206;Chillies Bajji yagani;12/06/2013;0
20131207;Chillies Bajji;12/07/2013;24
20131207;Chillies Cleaned;12/07/2013;25
20131207;Chillies small (C.B.P);12/07/2013;40
20131207;Chillies Green;12/07/2013;22
20131207;Chillies Bajji yagani;12/07/2013;0
20131208;Chillies Bajji yagani;12/08/2013;NULL
20131208;Chillies Green;12/08/2013;NULL
20131208;Chillies small (C.B.P);12/08/2013;NULL
20131208;Chillies Cleaned;12/08/2013;NULL
20131208;Chillies Bajji;12/08/2013;NULL
20131209;Chillies Bajji yagani;12/09/2013;0
20131209;Chillies Bajji;12/09/2013;22
20131209;Chillies Cleaned;12/09/2013;25
20131209;Chillies small (C.B.P);12/09/2013;40
20131209;Chillies Green;12/09/2013;22
20131210;Chillies Bajji yagani;12/10/2013;0
20131210;Chillies Green;12/10/2013;22
20131210;Chillies small (C.B.P);12/10/2013;40
20131210;Chillies Cleaned;12/10/2013;25
20131210;Chillies Bajji;12/10/2013;22
20131211;Chillies Bajji yagani;12/11/2013;0
20131211;Chillies Bajji;12/11/2013;23
20131211;Chillies Cleaned;12/11/2013;25
20131211;Chillies small (C.B.P);12/11/2013;40
20131211;Chillies Green;12/11/2013;22
20131212;Chillies Bajji yagani;12/12/2013;0
20131212;Chillies Green;12/12/2013;23
20131212;Chillies small (C.B.P);12/12/2013;42
20131212;Chillies Cleaned;12/12/2013;26
20131212;Chillies Bajji;12/12/2013;22
20131213;Chillies Bajji;13/12/2013;22
20131213;Chillies Cleaned;13/12/2013;26
20131213;Chillies small (C.B.P);13/12/2013;42
20131213;Chillies Green;13/12/2013;23
20131213;Chillies Bajji yagani;13/12/2013;0
20131214;Chillies Bajji yagani;14/12/2013;0
20131214;Chillies Green;14/12/2013;23
20131214;Chillies small (C.B.P);14/12/2013;42
20131214;Chillies Cleaned;14/12/2013;26
20131214;Chillies Bajji;14/12/2013;22
20131215;Chillies Bajji yagani;15/12/2013;NULL
20131215;Chillies Bajji;15/12/2013;NULL
20131215;Chillies Cleaned;15/12/2013;NULL
20131215;Chillies small (C.B.P);15/12/2013;NULL
20131215;Chillies Green;15/12/2013;NULL
20131216;Chillies Bajji yagani;16/12/2013;NULL
20131216;Chillies Green;16/12/2013;NULL
20131216;Chillies small (C.B.P);16/12/2013;NULL
20131216;Chillies Cleaned;16/12/2013;NULL
20131216;Chillies Bajji;16/12/2013;NULL
20131217;Chillies Bajji yagani;17/12/2013;0
20131217;Chillies Bajji;17/12/2013;22
20131217;Chillies Cleaned;17/12/2013;23
20131217;Chillies small (C.B.P);17/12/2013;38
20131217;Chillies Green;17/12/2013;20
20131218;Chillies Bajji yagani;18/12/2013;0
20131218;Chillies Green;18/12/2013;20
20131218;Chillies small (C.B.P);18/12/2013;38
20131218;Chillies Cleaned;18/12/2013;23
20131218;Chillies Bajji;18/12/2013;22
20131219;Chillies Bajji yagani;19/12/2013;0
20131219;Chillies Bajji;19/12/2013;22
20131219;Chillies Cleaned;19/12/2013;23
20131219;Chillies small (C.B.P);19/12/2013;38
20131219;Chillies Green;19/12/2013;20
20131220;Chillies Bajji yagani;20/12/2013;0
20131220;Chillies Green;20/12/2013;19
20131220;Chillies small (C.B.P);20/12/2013;38
20131220;Chillies Cleaned;20/12/2013;22
20131220;Chillies Bajji;20/12/2013;22
20131221;Chillies Bajji yagani;21/12/2013;0
20131221;Chillies Bajji;21/12/2013;22
20131221;Chillies Cleaned;21/12/2013;22
20131221;Chillies small (C.B.P);21/12/2013;38
20131221;Chillies Green;21/12/2013;19
20131222;Chillies Bajji yagani;22/12/2013;NULL
20131222;Chillies Green;22/12/2013;NULL
20131222;Chillies small (C.B.P);22/12/2013;NULL
20131222;Chillies Cleaned;22/12/2013;NULL
20131222;Chillies Bajji;22/12/2013;NULL
20131223;Chillies Bajji yagani;23/12/2013;0
20131223;Chillies Bajji;23/12/2013;24
20131223;Chillies Cleaned;23/12/2013;19
20131223;Chillies small (C.B.P);23/12/2013;30
20131223;Chillies Green;23/12/2013;16
20131224;Chillies Bajji yagani;24/12/2013;0
20131224;Chillies Green;24/12/2013;18
20131224;Chillies small (C.B.P);24/12/2013;32
20131224;Chillies Cleaned;24/12/2013;21
20131224;Chillies Bajji;24/12/2013;28
20131225;Chillies Bajji yagani;25/12/2013;0
20131225;Chillies Bajji;25/12/2013;28
20131225;Chillies Cleaned;25/12/2013;22
20131225;Chillies small (C.B.P);25/12/2013;32
20131225;Chillies Green;25/12/2013;19
20131226;Chillies Bajji yagani;26/12/2013;0
20131226;Chillies Green;26/12/2013;19
20131226;Chillies small (C.B.P);26/12/2013;32
20131226;Chillies Cleaned;26/12/2013;22
20131226;Chillies Bajji;26/12/2013;28
20131227;Chillies Bajji yagani;27/12/2013;0
20131227;Chillies Bajji;27/12/2013;28
20131227;Chillies Cleaned;27/12/2013;21
20131227;Chillies small (C.B.P);27/12/2013;32
20131227;Chillies Green;27/12/2013;18
20131228;Chillies Bajji yagani;28/12/2013;0
20131228;Chillies Green;28/12/2013;18
20131228;Chillies small (C.B.P);28/12/2013;32
20131228;Chillies Cleaned;28/12/2013;21
20131228;Chillies Bajji;28/12/2013;30
20131229;Chillies Bajji yagani;29/12/2013;NULL
20131229;Chillies Bajji;29/12/2013;NULL
20131229;Chillies Cleaned;29/12/2013;NULL
20131229;Chillies small (C.B.P);29/12/2013;NULL
20131229;Chillies Green;29/12/2013;NULL
20131230;Chillies Bajji yagani;30/12/2013;0
20131230;Chillies Green;30/12/2013;17
20131230;Chillies small (C.B.P);30/12/2013;32
20131230;Chillies Cleaned;30/12/2013;20
20131230;Chillies Bajji;30/12/2013;30
20131231;Chillies Bajji yagani;31/12/2013;0
20131231;Chillies Bajji;31/12/2013;25
20131231;Chillies Cleaned;31/12/2013;20
20131231;Chillies small (C.B.P);31/12/2013;32
20131231;Chillies Green;31/12/2013;17
20140102;Chillies Bajji yagani;01/02/2014;0
20140102;Chillies small (C.B.P);01/02/2014;32
20140102;Chillies Green;01/02/2014;17
20140102;Chillies Bajji;01/02/2014;22
20140102;Chillies Cleaned;01/02/2014;20
20140103;Chillies Cleaned;01/03/2014;20
20140103;Chillies Bajji;01/03/2014;22
20140103;Chillies Green;01/03/2014;17
20140103;Chillies small (C.B.P);01/03/2014;32
20140103;Chillies Bajji yagani;01/03/2014;0
20140104;Chillies Green;01/04/2014;19
20140104;Chillies Bajji;01/04/2014;22
20140104;Chillies Cleaned;01/04/2014;22
20140104;Chillies Bajji yagani;01/04/2014;0
20140104;Chillies small (C.B.P);01/04/2014;32
20140105;Chillies Cleaned;01/05/2014;NULL
20140105;Chillies Bajji;01/05/2014;NULL
20140105;Chillies Green;01/05/2014;NULL
20140105;Chillies small (C.B.P);01/05/2014;NULL
20140105;Chillies Bajji yagani;01/05/2014;NULL
20140106;Chillies Green;01/06/2014;19
20140106;Chillies Bajji;01/06/2014;20
20140106;Chillies Cleaned;01/06/2014;22
20140106;Chillies Bajji yagani;01/06/2014;0
20140106;Chillies small (C.B.P);01/06/2014;32
20140107;Chillies Cleaned;01/07/2014;22
20140107;Chillies Bajji;01/07/2014;20
20140107;Chillies Green;01/07/2014;19
20140107;Chillies small (C.B.P);01/07/2014;32
20140107;Chillies Bajji yagani;01/07/2014;0
20140108;Chillies Green;01/08/2014;19
20140108;Chillies Bajji;01/08/2014;20
20140108;Chillies Cleaned;01/08/2014;22
20140108;Chillies Bajji yagani;01/08/2014;0
20140108;Chillies small (C.B.P);01/08/2014;33
20140109;Chillies Cleaned;01/09/2014;22
20140109;Chillies Bajji;01/09/2014;18
20140109;Chillies Green;01/09/2014;19
20140109;Chillies small (C.B.P);01/09/2014;33
20140109;Chillies Bajji yagani;01/09/2014;0
20140110;Chillies Green;01/10/2014;19
20140110;Chillies Bajji;01/10/2014;18
20140110;Chillies Cleaned;01/10/2014;22
20140110;Chillies Bajji yagani;01/10/2014;0
20140110;Chillies small (C.B.P);01/10/2014;35
20140111;Chillies Cleaned;01/11/2014;22
20140111;Chillies Bajji;01/11/2014;18
20140111;Chillies Green;01/11/2014;19
20140111;Chillies small (C.B.P);01/11/2014;35
20140111;Chillies Bajji yagani;01/11/2014;0
20140112;Chillies Green;01/12/2014;NULL
20140112;Chillies Bajji;01/12/2014;NULL
20140112;Chillies Cleaned;01/12/2014;NULL
20140112;Chillies Bajji yagani;01/12/2014;NULL
20140112;Chillies small (C.B.P);01/12/2014;NULL
20140113;Chillies Cleaned;13/01/2014;21
20140113;Chillies Bajji;13/01/2014;18
20140113;Chillies Green;13/01/2014;18
20140113;Chillies small (C.B.P);13/01/2014;35
20140113;Chillies Bajji yagani;13/01/2014;0
20140114;Chillies Bajji yagani;14/01/2014;0
20140114;Chillies small (C.B.P);14/01/2014;35
20140114;Chillies Green;14/01/2014;19
20140114;Chillies Bajji;14/01/2014;19
20140114;Chillies Cleaned;14/01/2014;22
20140115;Chillies Cleaned;15/01/2014;22
20140115;Chillies Bajji;15/01/2014;19
20140115;Chillies Green;15/01/2014;19
20140115;Chillies small (C.B.P);15/01/2014;35
20140115;Chillies Bajji yagani;15/01/2014;0
20140116;Chillies Green;16/01/2014;23
20140116;Chillies Bajji;16/01/2014;22
20140116;Chillies Cleaned;16/01/2014;26
20140116;Chillies Bajji yagani;16/01/2014;0
20140116;Chillies small (C.B.P);16/01/2014;38
20140117;Chillies Cleaned;17/01/2014;26
20140117;Chillies Bajji;17/01/2014;22
20140117;Chillies Green;17/01/2014;23
20140117;Chillies small (C.B.P);17/01/2014;38
20140117;Chillies Bajji yagani;17/01/2014;0
20140118;Chillies Green;18/01/2014;23
20140118;Chillies Bajji;18/01/2014;22
20140118;Chillies Cleaned;18/01/2014;26
20140118;Chillies Bajji yagani;18/01/2014;0
20140118;Chillies small (C.B.P);18/01/2014;38
20140119;Chillies Cleaned;19/01/2014;NULL
20140119;Chillies Bajji;19/01/2014;NULL
20140119;Chillies Green;19/01/2014;NULL
20140119;Chillies small (C.B.P);19/01/2014;NULL
20140119;Chillies Bajji yagani;19/01/2014;NULL
20140120;Chillies Green;20/01/2014;19
20140120;Chillies Bajji;20/01/2014;21
20140120;Chillies Cleaned;20/01/2014;22
20140120;Chillies Bajji yagani;20/01/2014;0
20140120;Chillies small (C.B.P);20/01/2014;35
20140121;Chillies small (C.B.P);21/01/2014;35
20140121;Chillies Bajji yagani;21/01/2014;0
20140121;Chillies Cleaned;21/01/2014;22
20140121;Chillies Bajji;21/01/2014;19
20140121;Chillies Green;21/01/2014;19
20140122;Chillies Bajji yagani;22/01/2014;0
20140122;Chillies small (C.B.P);22/01/2014;35
20140122;Chillies Green;22/01/2014;19
20140122;Chillies Bajji;22/01/2014;18
20140122;Chillies Cleaned;22/01/2014;22
20140123;Chillies Cleaned;23/01/2014;22
20140123;Chillies Bajji;23/01/2014;18
20140123;Chillies Green;23/01/2014;19
20140123;Chillies small (C.B.P);23/01/2014;35
20140123;Chillies Bajji yagani;23/01/2014;0
20140124;Chillies Green;24/01/2014;19
20140124;Chillies Bajji;24/01/2014;18
20140124;Chillies Cleaned;24/01/2014;22
20140124;Chillies Bajji yagani;24/01/2014;0
20140124;Chillies small (C.B.P);24/01/2014;38
20140125;Chillies Cleaned;25/01/2014;25
20140125;Chillies Bajji;25/01/2014;18
20140125;Chillies Green;25/01/2014;22
20140125;Chillies small (C.B.P);25/01/2014;42
20140125;Chillies Bajji yagani;25/01/2014;0
20140126;Chillies Green;26/01/2014;NULL
20140126;Chillies Bajji;26/01/2014;NULL
20140126;Chillies Cleaned;26/01/2014;NULL
20140126;Chillies Bajji yagani;26/01/2014;NULL
20140126;Chillies small (C.B.P);26/01/2014;NULL
20140127;Chillies Cleaned;27/01/2014;25
20140127;Chillies Bajji;27/01/2014;18
20140127;Chillies Green;27/01/2014;22
20140127;Chillies small (C.B.P);27/01/2014;43
20140127;Chillies Bajji yagani;27/01/2014;0
20140128;Chillies Green;28/01/2014;22
20140128;Chillies Bajji;28/01/2014;20
20140128;Chillies Cleaned;28/01/2014;25
20140128;Chillies Bajji yagani;28/01/2014;0
20140128;Chillies small (C.B.P);28/01/2014;43
20140129;Chillies Cleaned;29/01/2014;21
20140129;Chillies Bajji;29/01/2014;22
20140129;Chillies Green;29/01/2014;18
20140129;Chillies small (C.B.P);29/01/2014;43
20140129;Chillies Bajji yagani;29/01/2014;0
20140130;Chillies Green;30/01/2014;18
20140130;Chillies Bajji;30/01/2014;22
20140130;Chillies Cleaned;30/01/2014;21
20140130;Chillies Bajji yagani;30/01/2014;0
20140130;Chillies small (C.B.P);30/01/2014;43
20140131;Chillies Cleaned;31/01/2014;22
20140131;Chillies Bajji;31/01/2014;22
20140131;Chillies Green;31/01/2014;19
20140131;Chillies small (C.B.P);31/01/2014;38
20140131;Chillies Bajji yagani;31/01/2014;0
20140201;Chillies Bajji yagani;02/01/2014;0
20140201;Chillies small (C.B.P);02/01/2014;42
20140201;Chillies Green;02/01/2014;25
20140201;Chillies Bajji;02/01/2014;22
20140201;Chillies Cleaned;02/01/2014;28
20140202;Chillies Cleaned;02/02/2014;NULL
20140202;Chillies Bajji;02/02/2014;NULL
20140202;Chillies Green;02/02/2014;NULL
20140202;Chillies small (C.B.P);02/02/2014;NULL
20140202;Chillies Bajji yagani;02/02/2014;NULL
20140203;Chillies Bajji yagani;02/03/2014;0
20140203;Chillies small (C.B.P);02/03/2014;42
20140203;Chillies Green;02/03/2014;25
20140203;Chillies Bajji;02/03/2014;22
20140203;Chillies Cleaned;02/03/2014;28
20140204;Chillies Cleaned;02/04/2014;28
20140204;Chillies Bajji;02/04/2014;24
20140204;Chillies Green;02/04/2014;25
20140204;Chillies small (C.B.P);02/04/2014;43
20140204;Chillies Bajji yagani;02/04/2014;0
20140205;Chillies Green;02/05/2014;25
20140205;Chillies Bajji;02/05/2014;30
20140205;Chillies Cleaned;02/05/2014;28
20140205;Chillies Bajji yagani;02/05/2014;0
20140205;Chillies small (C.B.P);02/05/2014;43
20140206;Chillies Cleaned;02/06/2014;28
20140206;Chillies Bajji;02/06/2014;32
20140206;Chillies Green;02/06/2014;25
20140206;Chillies small (C.B.P);02/06/2014;43
20140206;Chillies Bajji yagani;02/06/2014;0
20140207;Chillies Green;02/07/2014;25
20140207;Chillies Bajji;02/07/2014;32
20140207;Chillies Cleaned;02/07/2014;27
20140207;Chillies Bajji yagani;02/07/2014;0
20140207;Chillies small (C.B.P);02/07/2014;43
20140208;Chillies Cleaned;02/08/2014;28
20140208;Chillies Bajji;02/08/2014;38
20140208;Chillies Green;02/08/2014;26
20140208;Chillies small (C.B.P);02/08/2014;43
20140208;Chillies Bajji yagani;02/08/2014;0
20140209;Chillies Green;02/09/2014;NULL
20140209;Chillies Bajji;02/09/2014;NULL
20140209;Chillies Cleaned;02/09/2014;NULL
20140209;Chillies Bajji yagani;02/09/2014;NULL
20140209;Chillies small (C.B.P);02/09/2014;NULL
20140210;Chillies Cleaned;02/10/2014;28
20140210;Chillies Bajji;02/10/2014;44
20140210;Chillies Green;02/10/2014;26
20140210;Chillies small (C.B.P);02/10/2014;45
20140210;Chillies Bajji yagani;02/10/2014;0
20140211;Chillies Bajji yagani;02/11/2014;0
20140211;Chillies small (C.B.P);02/11/2014;45
20140211;Chillies Green;02/11/2014;27
20140211;Chillies Bajji;02/11/2014;44
20140211;Chillies Cleaned;02/11/2014;29
20140212;Chillies Cleaned;02/12/2014;32
20140212;Chillies Bajji;02/12/2014;44
20140212;Chillies Green;02/12/2014;30
20140212;Chillies small (C.B.P);02/12/2014;45
20140212;Chillies Bajji yagani;02/12/2014;0
20140213;Chillies Green;13/02/2014;28
20140213;Chillies Bajji;13/02/2014;46
20140213;Chillies Cleaned;13/02/2014;30
20140213;Chillies Bajji yagani;13/02/2014;0
20140213;Chillies small (C.B.P);13/02/2014;47
20140214;Chillies Cleaned;14/02/2014;30
20140214;Chillies Bajji;14/02/2014;46
20140214;Chillies Green;14/02/2014;28
20140214;Chillies small (C.B.P);14/02/2014;47
20140214;Chillies Bajji yagani;14/02/2014;0
20140215;Chillies Green;15/02/2014;26
20140215;Chillies Bajji;15/02/2014;46
20140215;Chillies Cleaned;15/02/2014;28
20140215;Chillies Bajji yagani;15/02/2014;0
20140215;Chillies small (C.B.P);15/02/2014;47
20140216;Chillies small (C.B.P);16/02/2014;NULL
20140216;Chillies Bajji yagani;16/02/2014;NULL
20140216;Chillies Cleaned;16/02/2014;NULL
20140216;Chillies Bajji;16/02/2014;NULL
20140216;Chillies Green;16/02/2014;NULL
20140217;Chillies Green;17/02/2014;26
20140217;Chillies Bajji;17/02/2014;46
20140217;Chillies Cleaned;17/02/2014;28
20140217;Chillies Bajji yagani;17/02/2014;0
20140217;Chillies small (C.B.P);17/02/2014;47
20140218;Chillies Cleaned;18/02/2014;28
20140218;Chillies Bajji;18/02/2014;46
20140218;Chillies Green;18/02/2014;26
20140218;Chillies small (C.B.P);18/02/2014;47
20140218;Chillies Bajji yagani;18/02/2014;0
20140219;Chillies Green;19/02/2014;26
20140219;Chillies Bajji;19/02/2014;46
20140219;Chillies Cleaned;19/02/2014;28
20140219;Chillies Bajji yagani;19/02/2014;0
20140219;Chillies small (C.B.P);19/02/2014;47
20140220;Chillies small (C.B.P);20/02/2014;48
20140220;Chillies Bajji yagani;20/02/2014;0
20140220;Chillies Cleaned;20/02/2014;31
20140220;Chillies Bajji;20/02/2014;46
20140220;Chillies Green;20/02/2014;29
20140221;Chillies Green;21/02/2014;29
20140221;Chillies Bajji;21/02/2014;40
20140221;Chillies Cleaned;21/02/2014;31
20140221;Chillies Bajji yagani;21/02/2014;0
20140221;Chillies small (C.B.P);21/02/2014;48
20140222;Chillies Cleaned;22/02/2014;27
20140222;Chillies Bajji;22/02/2014;40
20140222;Chillies Green;22/02/2014;25
20140222;Chillies small (C.B.P);22/02/2014;48
20140222;Chillies Bajji yagani;22/02/2014;0
20140223;Chillies Green;23/02/2014;NULL
20140223;Chillies Bajji;23/02/2014;NULL
20140223;Chillies Cleaned;23/02/2014;NULL
20140223;Chillies Bajji yagani;23/02/2014;NULL
20140223;Chillies small (C.B.P);23/02/2014;NULL
20140224;Chillies Cleaned;24/02/2014;29
20140224;Chillies Bajji;24/02/2014;38
20140224;Chillies Green;24/02/2014;27
20140224;Chillies small (C.B.P);24/02/2014;48
20140224;Chillies Bajji yagani;24/02/2014;0
20140225;Chillies Green;25/02/2014;25
20140225;Chillies Bajji;25/02/2014;37
20140225;Chillies Cleaned;25/02/2014;27
20140225;Chillies Bajji yagani;25/02/2014;0
20140225;Chillies small (C.B.P);25/02/2014;48
20140226;Chillies Cleaned;26/02/2014;27
20140226;Chillies Bajji;26/02/2014;35
20140226;Chillies Green;26/02/2014;25
20140226;Chillies small (C.B.P);26/02/2014;48
20140226;Chillies Bajji yagani;26/02/2014;0
20140227;Chillies Green;27/02/2014;24
20140227;Chillies Bajji;27/02/2014;35
20140227;Chillies Cleaned;27/02/2014;26
20140227;Chillies Bajji yagani;27/02/2014;0
20140227;Chillies small (C.B.P);27/02/2014;48
20140228;Chillies Cleaned;28/02/2014;29
20140228;Chillies Bajji;28/02/2014;35
20140228;Chillies Green;28/02/2014;27
20140228;Chillies small (C.B.P);28/02/2014;48
20140228;Chillies Bajji yagani;28/02/2014;0
20140301;Chillies Green;03/01/2014;27
20140301;Chillies Bajji;03/01/2014;35
20140301;Chillies Cleaned;03/01/2014;29
20140301;Chillies Bajji yagani;03/01/2014;0
20140301;Chillies small (C.B.P);03/01/2014;50
20140302;Chillies Cleaned;03/02/2014;NULL
20140302;Chillies Bajji;03/02/2014;NULL
20140302;Chillies Green;03/02/2014;NULL
20140302;Chillies small (C.B.P);03/02/2014;NULL
20140302;Chillies Bajji yagani;03/02/2014;NULL
20140303;Chillies Green;03/03/2014;24
20140303;Chillies Bajji;03/03/2014;40
20140303;Chillies Cleaned;03/03/2014;26
20140303;Chillies Bajji yagani;03/03/2014;0
20140303;Chillies small (C.B.P);03/03/2014;48
20140304;Chillies small (C.B.P);03/04/2014;48
20140304;Chillies Bajji yagani;03/04/2014;0
20140304;Chillies Cleaned;03/04/2014;27
20140304;Chillies Bajji;03/04/2014;38
20140304;Chillies Green;03/04/2014;25
20140305;Chillies Green;03/05/2014;24
20140305;Chillies Bajji;03/05/2014;38
20140305;Chillies Cleaned;03/05/2014;26
20140305;Chillies Bajji yagani;03/05/2014;0
20140305;Chillies small (C.B.P);03/05/2014;48
20140306;Chillies Cleaned;03/06/2014;25
20140306;Chillies Bajji;03/06/2014;36
20140306;Chillies Green;03/06/2014;23
20140306;Chillies small (C.B.P);03/06/2014;48
20140306;Chillies Bajji yagani;03/06/2014;0
20140307;Chillies Green;03/07/2014;23
20140307;Chillies Bajji;03/07/2014;36
20140307;Chillies Cleaned;03/07/2014;25
20140307;Chillies Bajji yagani;03/07/2014;0
20140307;Chillies small (C.B.P);03/07/2014;48
20140308;Chillies Cleaned;03/08/2014;26
20140308;Chillies Bajji;03/08/2014;36
20140308;Chillies Green;03/08/2014;24
20140308;Chillies small (C.B.P);03/08/2014;48
20140308;Chillies Bajji yagani;03/08/2014;0
20140309;Chillies Green;03/09/2014;NULL
20140309;Chillies Bajji;03/09/2014;NULL
20140309;Chillies Cleaned;03/09/2014;NULL
20140309;Chillies Bajji yagani;03/09/2014;NULL
20140309;Chillies small (C.B.P);03/09/2014;NULL
20140310;Chillies small (C.B.P);03/10/2014;48
20140310;Chillies Bajji yagani;03/10/2014;0
20140310;Chillies Cleaned;03/10/2014;26
20140310;Chillies Bajji;03/10/2014;32
20140310;Chillies Green;03/10/2014;24
20140311;Chillies Bajji yagani;03/11/2014;0
20140311;Chillies small (C.B.P);03/11/2014;48
20140311;Chillies Green;03/11/2014;25
20140311;Chillies Bajji;03/11/2014;30
20140311;Chillies Cleaned;03/11/2014;27
20140312;Chillies Cleaned;03/12/2014;28
20140312;Chillies Bajji;03/12/2014;35
20140312;Chillies Green;03/12/2014;26
20140312;Chillies small (C.B.P);03/12/2014;48
20140312;Chillies Bajji yagani;03/12/2014;0
20140313;Chillies Green;13/03/2014;26
20140313;Chillies Bajji;13/03/2014;35
20140313;Chillies Cleaned;13/03/2014;28
20140313;Chillies Bajji yagani;13/03/2014;0
20140313;Chillies small (C.B.P);13/03/2014;48
20140314;Chillies Cleaned;14/03/2014;28
20140314;Chillies Bajji;14/03/2014;37
20140314;Chillies Green;14/03/2014;26
20140314;Chillies small (C.B.P);14/03/2014;48
20140314;Chillies Bajji yagani;14/03/2014;0
20140315;Chillies Green;15/03/2014;26
20140315;Chillies Bajji;15/03/2014;37
20140315;Chillies Cleaned;15/03/2014;28
20140315;Chillies Bajji yagani;15/03/2014;0
20140315;Chillies small (C.B.P);15/03/2014;48
20140316;Chillies Cleaned;16/03/2014;NULL
20140316;Chillies Bajji;16/03/2014;NULL
20140316;Chillies Green;16/03/2014;NULL
20140316;Chillies small (C.B.P);16/03/2014;NULL
20140316;Chillies Bajji yagani;16/03/2014;NULL
20140317;Chillies Green;17/03/2014;28
20140317;Chillies Bajji;17/03/2014;37
20140317;Chillies Cleaned;17/03/2014;30
20140317;Chillies Bajji yagani;17/03/2014;0
20140317;Chillies small (C.B.P);17/03/2014;55
20140318;Chillies Cleaned;18/03/2014;30
20140318;Chillies Bajji;18/03/2014;40
20140318;Chillies Green;18/03/2014;28
20140318;Chillies small (C.B.P);18/03/2014;55
20140318;Chillies Bajji yagani;18/03/2014;0
20140319;Chillies Green;19/03/2014;28
20140319;Chillies Bajji;19/03/2014;44
20140319;Chillies Cleaned;19/03/2014;30
20140319;Chillies Bajji yagani;19/03/2014;0
20140319;Chillies small (C.B.P);19/03/2014;58
20140320;Chillies Cleaned;20/03/2014;30
20140320;Chillies Bajji;20/03/2014;50
20140320;Chillies Green;20/03/2014;28
20140320;Chillies small (C.B.P);20/03/2014;66
20140320;Chillies Bajji yagani;20/03/2014;0
20140321;Chillies Green;21/03/2014;26
20140321;Chillies Bajji;21/03/2014;48
20140321;Chillies Cleaned;21/03/2014;28
20140321;Chillies Bajji yagani;21/03/2014;0
20140321;Chillies small (C.B.P);21/03/2014;65
20140322;Chillies Cleaned;22/03/2014;28
20140322;Chillies Bajji;22/03/2014;43
20140322;Chillies Green;22/03/2014;26
20140322;Chillies small (C.B.P);22/03/2014;67
20140322;Chillies Bajji yagani;22/03/2014;0
20140323;Chillies Green;23/03/2014;NULL
20140323;Chillies Bajji;23/03/2014;NULL
20140323;Chillies Cleaned;23/03/2014;NULL
20140323;Chillies Bajji yagani;23/03/2014;NULL
20140323;Chillies small (C.B.P);23/03/2014;NULL
20140324;Chillies Cleaned;24/03/2014;28
